id,card_data
199,"{""card_name"": ""Impcantation Talismandra"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""0"", ""card_def"": ""0""}"
200,"{""card_name"": ""Impcantation Candoll"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""0""}"
201,"{""card_name"": ""Chef'S Special Recipe"", ""card_icon"": ""Counter Trap""}"
202,"{""card_name"": ""Recette De Personnel (Staff Recipe)"", ""card_icon"": ""Continuous Trap""}"
203,"{""card_name"": ""Golden Rule"", ""card_icon"": ""Equip Spell""}"
204,"{""card_name"": ""Performapal Classikuriboh"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""300"", ""card_def"": ""200"", ""card_pendulum_scale"": ""8""}"
205,"{""card_name"": ""Praying Mantis"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1200""}"
206,"{""card_name"": ""Guard Mantis"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""2400""}"
207,"{""card_name"": ""Arms Regeneration"", ""card_icon"": ""Quick-Play Spell""}"
208,"{""card_name"": ""Ghost Fusion"", ""card_icon"": ""Normal Spell""}"
209,"{""card_name"": ""Ghost Wyvern, The Underworld Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""0""}"
210,"{""card_name"": ""Performapal Barokuriboh"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""300"", ""card_def"": ""3000"", ""card_pendulum_scale"": ""1""}"
211,"{""card_name"": ""Performapal Odd-Eyes Valet"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""100"", ""card_def"": ""200"", ""card_pendulum_scale"": ""8""}"
212,"{""card_name"": ""Ghost Lancer, The Underworld Spearman"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""0""}"
213,"{""card_name"": ""Performapal Odd-Eyes Butler"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""1000"", ""card_def"": ""2100"", ""card_pendulum_scale"": ""2""}"
214,"{""card_name"": ""Xyz Bento"", ""card_icon"": ""Normal Trap""}"
215,"{""card_name"": ""Ghost Sleeper, The Underworld Princess"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1300"", ""card_def"": ""0""}"
216,"{""card_name"": ""Viper'S Grudge"", ""card_icon"": ""Continuous Trap""}"
217,"{""card_name"": ""Lamia"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1300"", ""card_def"": ""1500""}"
218,"{""card_name"": ""Urubonus, The Avatar Of Malice"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""800""}"
219,"{""card_name"": ""Black Mamba"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1300"", ""card_def"": ""1000""}"
220,"{""card_name"": ""Battlefield Tragedy"", ""card_icon"": ""Continuous Spell""}"
221,"{""card_name"": ""Puppet Pawn"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""1200""}"
222,"{""card_name"": ""Puppet Rook"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1800""}"
223,"{""card_name"": ""Promotion"", ""card_icon"": ""Normal Spell""}"
224,"{""card_name"": ""Courageous Crimson Chevalier Bradamante"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 1"", ""card_atk"": ""500"", ""card_def"": ""200""}"
225,"{""card_name"": ""Link Decoder"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 1"", ""card_atk"": ""300"", ""card_def"": ""-""}"
226,"{""card_name"": ""Elemental Hero Flame Wingman - Infernal Rage"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 8"", ""card_atk"": ""2100"", ""card_def"": ""1200""}"
227,"{""card_name"": ""Rgb Rainbowlution"", ""card_icon"": ""Continuous Trap""}"
228,"{""card_name"": ""Don'T Slip, The Dogs Of War"", ""card_icon"": ""Field Spell""}"
229,"{""card_name"": ""Daidaratant The Ooze Giant"", ""card_attribute"": ""Water"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2400"", ""card_def"": ""400"", ""card_pendulum_scale"": ""3""}"
230,"{""card_name"": ""Tri-Edge Master"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2100"", ""card_def"": ""1800""}"
231,"{""card_name"": ""Extox Hydra"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""2000"", ""card_def"": ""2000""}"
232,"{""card_name"": ""Rokket Coder"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""300""}"
233,"{""card_name"": ""Odd-Eyes Rebellion Xyz Dragon"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 7"", ""card_atk"": ""3000"", ""card_def"": ""2500"", ""card_pendulum_scale"": ""4""}"
234,"{""card_name"": ""Numbers Last Hope"", ""card_icon"": ""Normal Spell""}"
235,"{""card_name"": ""Assault Synchron"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""700"", ""card_def"": ""0""}"
236,"{""card_name"": ""Recette De Poisson (Fish Recipe)"", ""card_icon"": ""Ritual Spell""}"
237,"{""card_name"": ""Recette De Viande (Meat Recipe)"", ""card_icon"": ""Ritual Spell""}"
238,"{""card_name"": ""Armed Neos"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 10"", ""card_atk"": ""3500"", ""card_def"": ""3000""}"
239,"{""card_name"": ""Voici La Carte (Today'S Menu)"", ""card_icon"": ""Normal Spell""}"
240,"{""card_name"": ""Nouvelles Restaurant \""At Table\"""", ""card_icon"": ""Field Spell""}"
241,"{""card_name"": ""Balameuniere De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""1850""}"
242,"{""card_name"": ""Baelgrill De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2400"", ""card_def"": ""1850""}"
243,"{""card_name"": ""Foie Glasya De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1850""}"
244,"{""card_name"": ""Confiras De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""800"", ""card_def"": ""1850""}"
245,"{""card_name"": ""Poeltis De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""1850""}"
246,"{""card_name"": ""Buerillabaisse De Nouvelles"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""400"", ""card_def"": ""1850""}"
247,"{""card_name"": ""Fire Formation - Tenki"", ""card_icon"": ""Continuous Spell""}"
248,"{""card_name"": ""Vanquish Soul Calamity Caesar"", ""card_icon"": ""Counter Trap""}"
249,"{""card_name"": ""Vanquish Soul Trinity Burst"", ""card_icon"": ""Normal Trap""}"
250,"{""card_name"": ""Vanquish Soul - Continue?"", ""card_icon"": ""Quick-Play Spell""}"
251,"{""card_name"": ""Vanquish Soul Dust Devil"", ""card_icon"": ""Quick-Play Spell""}"
252,"{""card_name"": ""Stake Your Soul!"", ""card_icon"": ""Normal Spell""}"
253,"{""card_name"": ""Rock Of The Vanquisher"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 1"", ""card_atk"": ""0"", ""card_def"": ""-""}"
254,"{""card_name"": ""Vanquish Soul Caesar Valius"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""1500""}"
255,"{""card_name"": ""Vanquish Soul Pluton Hg"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""0"", ""card_def"": ""0""}"
256,"{""card_name"": ""Vanquish Soul Dr. Mad Love"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""2000""}"
257,"{""card_name"": ""Vanquish Soul Heavy Borger"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2500"", ""card_def"": ""1500""}"
258,"{""card_name"": ""Vanquish Soul Pantera"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1900""}"
259,"{""card_name"": ""Miscellaneousaurus"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1000""}"
260,"{""card_name"": ""Vanquish Soul Razen"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1500""}"
261,"{""card_name"": ""Petiteranodon"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""500"", ""card_def"": ""500""}"
262,"{""card_name"": ""Babycerasaurus"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""500"", ""card_def"": ""500""}"
263,"{""card_name"": ""Evolzar Solda"", ""card_attribute"": ""Fire"", ""card_rank"": ""Rank 6"", ""card_atk"": ""2600"", ""card_def"": ""1000""}"
264,"{""card_name"": ""Souleating Oviraptor"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""500""}"
265,"{""card_name"": ""Giant Rex"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""2000"", ""card_def"": ""1200""}"
266,"{""card_name"": ""Ultimate Conductor Tyranno"", ""card_attribute"": ""Light"", ""card_level"": ""Level 10"", ""card_atk"": ""3500"", ""card_def"": ""3200""}"
267,"{""card_name"": ""Frostosaurus"", ""card_attribute"": ""Water"", ""card_level"": ""Level 6"", ""card_atk"": ""2600"", ""card_def"": ""1700""}"
268,"{""card_name"": ""Supersoaring"", ""card_icon"": ""Normal Trap""}"
269,"{""card_name"": ""Transcendosaurus Glaciasaurus"", ""card_attribute"": ""Water"", ""card_level"": ""Level 12"", ""card_atk"": ""3600"", ""card_def"": ""2700""}"
270,"{""card_name"": ""Transcendosaurus Gigantozowler"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 12"", ""card_atk"": ""3800"", ""card_def"": ""2000""}"
271,"{""card_name"": ""Ground Xeno"", ""card_icon"": ""Normal Spell""}"
272,"{""card_name"": ""Transcendosaurus Meteorus"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 12"", ""card_atk"": ""3500"", ""card_def"": ""700""}"
273,"{""card_name"": ""Transcendosaurus Drillygnathus"", ""card_attribute"": ""Wind"", ""card_rank"": ""Rank 6"", ""card_atk"": ""3000"", ""card_def"": ""2300""}"
274,"{""card_name"": ""Salamandra"", ""card_icon"": ""Equip Spell""}"
275,"{""card_name"": ""Acid Trap Hole"", ""card_icon"": ""Normal Trap""}"
276,"{""card_name"": ""Reincarnation Of The Seventh Emperors"", ""card_icon"": ""Normal Trap""}"
277,"{""card_name"": ""Seiyaryu"", ""card_attribute"": ""Light"", ""card_level"": ""Level 7"", ""card_atk"": ""2500"", ""card_def"": ""2300""}"
278,"{""card_name"": ""Xeno Meteorus"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""2000"", ""card_def"": ""200""}"
279,"{""card_name"": ""Baromet The Sacred Sheep Shrub"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 4"", ""card_atk"": ""1900"", ""card_def"": ""2000""}"
280,"{""card_name"": ""Rebirth Of The Seventh Emperors"", ""card_icon"": ""Normal Trap""}"
281,"{""card_name"": ""Visas Starfrost"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2100"", ""card_def"": ""1500""}"
282,"{""card_name"": ""Kittytail, Mystical Beast Of The Forest"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""200"", ""card_def"": ""200""}"
283,"{""card_name"": ""Adularia Of The June Moon"", ""card_attribute"": ""Water"", ""card_level"": ""Level 5"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
284,"{""card_name"": ""Votis"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1900""}"
285,"{""card_name"": ""Wish Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 2"", ""card_atk"": ""700"", ""card_def"": ""100""}"
286,"{""card_name"": ""Gold Pride - It'S Neck And Neck!"", ""card_icon"": ""Normal Trap""}"
287,"{""card_name"": ""Gold Pride - Pedal To The Metal!"", ""card_icon"": ""Quick-Play Spell""}"
288,"{""card_name"": ""Gold Pride - Better Luck Next Time!"", ""card_icon"": ""Continuous Spell""}"
289,"{""card_name"": ""Gold Pride - That Came Out Of Nowhere!"", ""card_icon"": ""Quick-Play Spell""}"
290,"{""card_name"": ""Gold Pride - Chariot Carrie"", ""card_attribute"": ""Water"", ""card_rank"": ""Rank 3"", ""card_atk"": ""1900"", ""card_def"": ""2700""}"
291,"{""card_name"": ""Gold Pride - Pin Baller"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 9"", ""card_atk"": ""3000"", ""card_def"": ""0""}"
292,"{""card_name"": ""Gold Pride - Roller Baller"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""1800"", ""card_def"": ""1600""}"
293,"{""card_name"": ""How Did Dai Get Here?"", ""card_icon"": ""Normal Trap""}"
294,"{""card_name"": ""Pendulum Pendant"", ""card_icon"": ""Normal Spell""}"
295,"{""card_name"": ""Golden Cloud Beast - Malong"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2200"", ""card_def"": ""1000""}"
296,"{""card_name"": ""Imperial Princess Quinquery"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 5"", ""card_atk"": ""1200"", ""card_def"": ""2800""}"
297,"{""card_name"": ""Moissa Knight, The Comet General"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""100"", ""card_def"": ""100"", ""card_pendulum_scale"": ""11""}"
298,"{""card_name"": ""Hatsugai"", ""card_icon"": ""Normal Trap""}"
299,"{""card_name"": ""Double Hooking"", ""card_icon"": ""Continuous Trap""}"
300,"{""card_name"": ""Trap Tracks"", ""card_icon"": ""Normal Trap""}"
301,"{""card_name"": ""Fusion Duplication"", ""card_icon"": ""Normal Trap""}"
302,"{""card_name"": ""Dinomorphia Intact"", ""card_icon"": ""Counter Trap""}"
303,"{""card_name"": ""Super Polymerization"", ""card_icon"": ""Quick-Play Spell""}"
304,"{""card_name"": ""Yata-Garasu"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 2"", ""card_atk"": ""200"", ""card_def"": ""100""}"
305,"{""card_name"": ""Blackwing Armor Master"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2500"", ""card_def"": ""1500""}"
306,"{""card_name"": ""Evil\u2605Twin Lil-La"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 2"", ""card_atk"": ""1100"", ""card_def"": ""-""}"
307,"{""card_name"": ""Evil\u2605Twin Ki-Sikil"", ""card_attribute"": ""Light"", ""card_link"": ""Link 2"", ""card_atk"": ""1100"", ""card_def"": ""-""}"
308,"{""card_name"": ""Artemis, The Magistus Moon Maiden"", ""card_attribute"": ""Light"", ""card_link"": ""Link 1"", ""card_atk"": ""800"", ""card_def"": ""-""}"
309,"{""card_name"": ""Blackbeard, The Plunder Patroll Captain"", ""card_attribute"": ""Water"", ""card_link"": ""Link 2"", ""card_atk"": ""1600"", ""card_def"": ""-""}"
310,"{""card_name"": ""Accesscode Talker"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 4"", ""card_atk"": ""2300"", ""card_def"": ""-""}"
311,"{""card_name"": ""Selene, Queen Of The Master Magicians"", ""card_attribute"": ""Light"", ""card_link"": ""Link 3"", ""card_atk"": ""1850"", ""card_def"": ""-""}"
312,"{""card_name"": ""Emblem Of The Plunder Patroll"", ""card_icon"": ""Equip Spell""}"
313,"{""card_name"": ""Avendread Savior"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 2"", ""card_atk"": ""1600"", ""card_def"": ""-""}"
314,"{""card_name"": ""Hieratic Seal Of The Heavenly Spheres"", ""card_attribute"": ""Light"", ""card_link"": ""Link 2"", ""card_atk"": ""0"", ""card_def"": ""-""}"
315,"{""card_name"": ""Fusion Destiny"", ""card_icon"": ""Normal Spell""}"
316,"{""card_name"": ""Salamangreat Circle"", ""card_icon"": ""Quick-Play Spell""}"
317,"{""card_name"": ""Frightfur Patchwork"", ""card_icon"": ""Normal Spell""}"
318,"{""card_name"": ""Borreload Savage Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""2500""}"
319,"{""card_name"": ""Number F0: Utopic Draco Future"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 0"", ""card_atk"": ""3000"", ""card_def"": ""2000""}"
320,"{""card_name"": ""Number 100: Numeron Dragon"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 1"", ""card_atk"": ""0"", ""card_def"": ""0""}"
321,"{""card_name"": ""Etude Of The Branded"", ""card_icon"": ""Continuous Trap""}"
322,"{""card_name"": ""Brightest, Blazing, Branded King"", ""card_icon"": ""Normal Trap""}"
323,"{""card_name"": ""Mannadium Breakheart"", ""card_icon"": ""Normal Trap""}"
324,"{""card_name"": ""A Shattered, Colorless Realm"", ""card_icon"": ""Normal Trap""}"
325,"{""card_name"": ""Mannadium Reframing"", ""card_icon"": ""Counter Trap""}"
326,"{""card_name"": ""Gunkan Suship Catch-Of-The-Day"", ""card_icon"": ""Continuous Spell""}"
327,"{""card_name"": ""Pig Iron Vs. Pen Peg"", ""card_icon"": ""Quick-Play Spell""}"
328,"{""card_name"": ""Cynet Circuit"", ""card_icon"": ""Normal Trap""}"
329,"{""card_name"": ""Constellar Tellarknights"", ""card_icon"": ""Continuous Spell""}"
330,"{""card_name"": ""Mikanko Dance - Mayowashidori"", ""card_icon"": ""Equip Spell""}"
331,"{""card_name"": ""Libromancer Origin Story"", ""card_icon"": ""Continuous Spell""}"
332,"{""card_name"": ""Solfachord Symphony"", ""card_icon"": ""Quick-Play Spell""}"
333,"{""card_name"": ""Purrely Sleepy Memory"", ""card_icon"": ""Quick-Play Spell""}"
334,"{""card_name"": ""Dream Tower Of Princess Nemleria"", ""card_icon"": ""Continuous Spell""}"
335,"{""card_name"": ""Time-Tearing Morganite"", ""card_icon"": ""Normal Spell""}"
336,"{""card_name"": ""Sweet Dreams, Nemleria"", ""card_icon"": ""Normal Spell""}"
337,"{""card_name"": ""Peaceful Planet Calarium"", ""card_icon"": ""Field Spell""}"
338,"{""card_name"": ""Mannadium Abscission"", ""card_icon"": ""Normal Spell""}"
339,"{""card_name"": ""Mannadium Imaginings"", ""card_icon"": ""Normal Spell""}"
340,"{""card_name"": ""New Frontier"", ""card_icon"": ""Field Spell""}"
341,"{""card_name"": ""Tri-Brigade Roar"", ""card_icon"": ""Quick-Play Spell""}"
342,"{""card_name"": ""Cynet Rollback"", ""card_icon"": ""Quick-Play Spell""}"
343,"{""card_name"": ""S-Force Nightchaser"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 1"", ""card_atk"": ""800"", ""card_def"": ""-""}"
344,"{""card_name"": ""Kashtira Akstra"", ""card_icon"": ""Quick-Play Spell""}"
345,"{""card_name"": ""Swordsoul Punishment"", ""card_icon"": ""Normal Spell""}"
346,"{""card_name"": ""Gransolfachord Coolia"", ""card_attribute"": ""Light"", ""card_link"": ""Link 3"", ""card_atk"": ""2700"", ""card_def"": ""-""}"
347,"{""card_name"": ""Protectcode Talker"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 3"", ""card_atk"": ""2300"", ""card_def"": ""-""}"
348,"{""card_name"": ""Chaos Angel"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 10"", ""card_atk"": ""3500"", ""card_def"": ""2800""}"
349,"{""card_name"": ""Mannadium Prime-Heart"", ""card_attribute"": ""Light"", ""card_level"": ""Level 10"", ""card_atk"": ""3000"", ""card_def"": ""3000""}"
350,"{""card_name"": ""Despian Luluwalilith"", ""card_attribute"": ""Light"", ""card_level"": ""Level 12"", ""card_atk"": ""2500"", ""card_def"": ""2500""}"
351,"{""card_name"": ""Tellarknight Constellar Caduceus"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2500"", ""card_def"": ""1650""}"
352,"{""card_name"": ""Bystial Dis Pater"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 10"", ""card_atk"": ""3500"", ""card_def"": ""3500""}"
353,"{""card_name"": ""Superheavy Samurai Commander Shanawo"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2000"", ""card_def"": ""2500"", ""card_pendulum_scale"": ""1""}"
354,"{""card_name"": ""Revived King Ha Des"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2450"", ""card_def"": ""0""}"
